index,Bowl,Date,Notes,points1,points2,team1,team2,stadiumlat,stadiumlng,team1lat,team1lng,team2lat,team2lng
242,Holiday Bowl,12/30/1986,"San Diego, CA",39,38,Iowa (19),San Diego State,1,1,1,1,1,1
243,Liberty Bowl,12/29/1986,"Memphis, TN",21,14,Tennessee,Minnesota,1,1,1,1,1,1
244,Aloha Bowl,12/27/1986,"Honolulu, HI",30,21,Arizona (16),North Carolina,1,1,1,1,1,1
245,Gator Bowl,12/27/1986,"Jacksonville, FL",27,21,Clemson,Stanford (20),1,1,1,1,1,1
246,Sun Bowl,12/25/1986,"El Paso, TX",28,6,Alabama (13),Washington (12),1,1,1,1,1,1
247,Hall of Fame Bowl,12/23/1986,"Tampa, FL",27,24,Boston College,Georgia (17),1,1,1,1,1,1
248,Independence Bowl,12/20/1986,"Shreveport, LA",20,17,Mississippi,Texas Tech,1,1,1,1,1,1
249,California Bowl,12/13/1986,"Fresno, CA",37,7,San Jose State,Miami (OH),1,1,1,1,1,1
250,Hall of Fame Bowl,1/2/1988,"Tampa, FL",28,24,Michigan,Alabama,1,1,1,1,1,1
251,Peach Bowl,1/2/1988,"Atlanta, GA",27,22,Tennessee (17),Indiana,1,1,1,1,1,1
252,Citrus Bowl,1/1/1988,"Orlando, FL",35,10,Clemson (14),Penn State (20),1,1,1,1,1,1
253,Cotton Bowl,1/1/1988,"Dallas, TX",35,10,Texas A&M (13),Notre Dame (12),1,1,1,1,1,1
254,Fiesta Bowl,1/1/1988,"Tempe, AZ",31,28,Florida State (3),Nebraska (5),1,1,1,1,1,1
255,Orange Bowl,1/1/1988,"Miami, FL",20,14,Miami (FL) (2),Oklahoma (1),1,1,1,1,1,1
256,Rose Bowl,1/1/1988,"Pasadena, CA",20,17,Michigan State (8),Southern California (16),1,1,1,1,1,1
257,Sugar Bowl,1/1/1988,"New Orleans, LA",16,16,Syracuse (4),Auburn (6),1,1,1,1,1,1
258,Bluebonnet Bowl,12/31/1987,"Houston, TX",32,27,Texas,Pittsburgh (19),1,1,1,1,1,1
259,Gator Bowl,12/31/1987,"Jacksonville, FL",30,13,Louisiana State (7),South Carolina (9),1,1,1,1,1,1
260,Freedom Bowl,12/30/1987,"Anaheim, CA",33,28,Arizona State,Air Force,1,1,1,1,1,1
261,Holiday Bowl,12/30/1987,"San Diego, CA",20,19,Iowa (18),Wyoming,1,1,1,1,1,1
262,Liberty Bowl,12/29/1987,"Memphis, TN",20,17,Georgia (15),Arkansas,1,1,1,1,1,1
263,Aloha Bowl,12/25/1987,"Honolulu, HI",20,16,UCLA (10),Florida,1,1,1,1,1,1
264,Sun Bowl,12/25/1987,"El Paso, TX",35,33,Oklahoma State (11),West Virginia,1,1,1,1,1,1
265,All-American Bowl,12/22/1987,"Birmingham, AL",22,16,Virginia,Brigham Young,1,1,1,1,1,1
266,Independence Bowl,12/19/1987,"Shreveport, LA",24,12,Washington,Tulane,1,1,1,1,1,1
267,California Bowl,12/12/1987,"Fresno, CA",30,27,Eastern Michigan,San Jose State,1,1,1,1,1,1
268,Citrus Bowl,1/2/1989,"Orlando, FL",13,6,Clemson (13),Oklahoma (10),1,1,1,1,1,1
269,Cotton Bowl,1/2/1989,"Dallas, TX",17,3,UCLA (9),Arkansas (8),1,1,1,1,1,1
270,Fiesta Bowl,1/2/1989,"Tempe, AZ",34,21,Notre Dame (1),West Virginia (3),1,1,1,1,1,1
271,Hall of Fame Bowl,1/2/1989,"Tampa, FL",23,10,Syracuse (17),Louisiana State (16),1,1,1,1,1,1
272,Orange Bowl,1/2/1989,"Miami, FL",23,3,Miami (FL) (2),Nebraska (6),1,1,1,1,1,1
273,Rose Bowl,1/2/1989,"Pasadena, CA",22,14,Michigan (11),Southern California (5),1,1,1,1,1,1
274,Sugar Bowl,1/2/1989,"New Orleans, LA",13,7,Florida State (4),Auburn (7),1,1,1,1,1,1
275,Gator Bowl,1/1/1989,"Jacksonville, FL",34,27,Georgia (19),Michigan State,1,1,1,1,1,1
276,Peach Bowl,12/31/1988,"Atlanta, GA",28,23,North Carolina State,Iowa,1,1,1,1,1,1
277,Holiday Bowl,12/30/1988,"San Diego, CA",62,14,Oklahoma State (12),Wyoming (15),1,1,1,1,1,1
278,All-American Bowl,12/29/1988,"Birmingham, AL",14,10,Florida,Illinois,1,1,1,1,1,1
279,Freedom Bowl,12/29/1988,"Anaheim, CA",20,17,Brigham Young,Colorado,1,1,1,1,1,1
280,Liberty Bowl,12/28/1988,"Memphis, TN",34,10,Indiana,South Carolina,1,1,1,1,1,1
281,Aloha Bowl,12/25/1988,"Honolulu, HI",24,22,Washington State (18),Houston (14),1,1,1,1,1,1
282,Sun Bowl,12/24/1988,"El Paso, TX",29,28,Alabama (20),Army,1,1,1,1,1,1
283,Independence Bowl,12/23/1988,"Shreveport, LA",38,18,Southern Mississippi,Texas-El Paso,1,1,1,1,1,1
284,California Bowl,12/10/1988,"Fresno, CA",35,30,Fresno State,Western Michigan,1,1,1,1,1,1
285,Citrus Bowl,1/1/1990,"Orlando, FL",31,21,Illinois (11),Virginia (15),1,1,1,1,1,1
286,Cotton Bowl,1/1/1990,"Dallas, TX",31,27,Tennessee (8),Arkansas (10),1,1,1,1,1,1
287,Fiesta Bowl,1/1/1990,"Tempe, AZ",41,17,Florida State (5),Nebraska (6),1,1,1,1,1,1
288,Hall of Fame Bowl,1/1/1990,"Tampa, FL",31,14,Auburn (9),Ohio State (21),1,1,1,1,1,1
289,Orange Bowl,1/1/1990,"Miami, FL",21,6,Notre Dame (4),Colorado (1),1,1,1,1,1,1
290,Rose Bowl,1/1/1990,"Pasadena, CA",17,10,Southern California (12),Michigan (3),1,1,1,1,1,1
291,Sugar Bowl,1/1/1990,"New Orleans, LA",33,25,Miami (FL) (2),Alabama (7),1,1,1,1,1,1
292,Copper Bowl,12/31/1989,"Tucson, AZ",17,10,Arizona,North Carolina State,1,1,1,1,1,1
293,Freedom Bowl,12/30/1989,"Anaheim, CA",34,7,Washington,Florida,1,1,1,1,1,1
294,Gator Bowl,12/30/1989,"Jacksonville, FL",27,7,Clemson (14),West Virginia (17),1,1,1,1,1,1
295,Peach Bowl,12/30/1989,"Atlanta, GA",19,18,Syracuse,Georgia,1,1,1,1,1,1
296,Sun Bowl,12/30/1989,"El Paso, TX",31,28,Pittsburgh (23),Texas A&M (16),1,1,1,1,1,1
297,Holiday Bowl,12/29/1989,"San Diego, CA",50,39,Penn State (18),Brigham Young (19),1,1,1,1,1,1
298,All-American Bowl,12/28/1989,"Birmingham, AL",49,21,Texas Tech (24),Duke (20),1,1,1,1,1,1
299,Liberty Bowl,12/28/1989,"Memphis, TN",42,29,Mississippi,Air Force,1,1,1,1,1,1
300,Aloha Bowl,12/25/1989,"Honolulu, HI",33,13,Michigan State (22),Hawaii (25),1,1,1,1,1,1
301,Independence Bowl,12/16/1989,"Shreveport, LA",27,24,Oregon,Tulsa,1,1,1,1,1,1
302,California Bowl,12/9/1989,"Fresno, CA",27,6,Fresno State,Ball State,1,1,1,1,1,1
303,Citrus Bowl,1/1/1991,"Orlando, FL",45,21,Georgia Tech (2),Nebraska (19),1,1,1,1,1,1
304,Cotton Bowl,1/1/1991,"Dallas, TX",46,3,Miami (FL) (4),Texas (3),1,1,1,1,1,1
305,Fiesta Bowl,1/1/1991,"Tempe, AZ",34,7,Louisville (18),Alabama (25),1,1,1,1,1,1
306,Gator Bowl,1/1/1991,"Jacksonville, FL",35,3,Michigan (12),Mississippi (15),1,1,1,1,1,1
307,Hall of Fame Bowl,1/1/1991,"Tampa, FL",30,0,Clemson (14),Illinois (16),1,1,1,1,1,1
308,Orange Bowl,1/1/1991,"Miami, FL",10,9,Colorado (1),Notre Dame (5),1,1,1,1,1,1
309,Rose Bowl,1/1/1991,"Pasadena, CA",46,34,Washington (8),Iowa (17),1,1,1,1,1,1
310,Sugar Bowl,1/1/1991,"New Orleans, LA",23,22,Tennessee (10),Virginia,1,1,1,1,1,1
311,Copper Bowl,12/31/1990,"Tucson, AZ",17,15,California,Wyoming,1,1,1,1,1,1
312,Sun Bowl,12/31/1990,"El Paso, TX",17,16,Michigan State (22),Southern California (21),1,1,1,1,1,1
313,Freedom Bowl,12/29/1990,"Anaheim, CA",32,31,Colorado State,Oregon,1,1,1,1,1,1
314,Holiday Bowl,12/29/1990,"San Diego, CA",65,14,Texas A&M,Brigham Young (13),1,1,1,1,1,1
315,Peach Bowl,12/29/1990,"Atlanta, GA",27,23,Auburn,Indiana,1,1,1,1,1,1
316,All-American Bowl,12/28/1990,"Birmingham, AL",31,27,North Carolina State,Southern Mississippi (23),1,1,1,1,1,1
317,Blockbuster Bowl,12/28/1990,"Miami, FL",24,17,Florida State (6),Penn State (7),1,1,1,1,1,1
318,Liberty Bowl,12/27/1990,"Memphis, TN",23,11,Air Force,Ohio State (24),1,1,1,1,1,1
319,Aloha Bowl,12/25/1990,"Honolulu, HI",28,0,Syracuse,Arizona,1,1,1,1,1,1
320,Independence Bowl,12/15/1990,"Shreveport, LA",34,34,Maryland,Louisiana Tech,1,1,1,1,1,1
321,California Bowl,12/8/1990,"Fresno, CA",48,24,San Jose State,Central Michigan,1,1,1,1,1,1
322,Citrus Bowl,1/1/1992,"Orlando, FL",37,13,California (14),Clemson (13),1,1,1,1,1,1
323,Cotton Bowl,1/1/1992,"Dallas, TX",10,2,Florida State (5),Texas A&M (9),1,1,1,1,1,1
324,Fiesta Bowl,1/1/1992,"Tempe, AZ",42,17,Penn State (6),Tennessee (10),1,1,1,1,1,1
325,Hall of Fame Bowl,1/1/1992,"Tampa, FL",24,17,Syracuse (16),Ohio State (25),1,1,1,1,1,1
326,Orange Bowl,1/1/1992,"Miami, FL",22,0,Miami (FL) (1),Nebraska (11),1,1,1,1,1,1
327,Peach Bowl,1/1/1992,"Atlanta, GA",37,34,East Carolina (12),North Carolina State (21),1,1,1,1,1,1
328,Rose Bowl,1/1/1992,"Pasadena, CA",34,14,Washington (2),Michigan (4),1,1,1,1,1,1
329,Sugar Bowl,1/1/1992,"New Orleans, LA",39,28,Notre Dame (18),Florida (3),1,1,1,1,1,1
330,Copper Bowl,12/31/1991,"Tucson, AZ",24,0,Indiana,Baylor,1,1,1,1,1,1
331,Sun Bowl,12/31/1991,"El Paso, TX",6,3,UCLA (22),Illinois,1,1,1,1,1,1
332,Freedom Bowl,12/30/1991,"Anaheim, CA",28,17,Tulsa (23),San Diego State,1,1,1,1,1,1
333,Holiday Bowl,12/30/1991,"San Diego, CA",13,13,Iowa (7),Brigham Young,1,1,1,1,1,1
334,Gator Bowl,12/29/1991,"Jacksonville, FL",48,14,Oklahoma (20),Virginia (19),1,1,1,1,1,1
335,Independence Bowl,12/29/1991,"Shreveport, LA",24,15,Georgia (24),Arkansas,1,1,1,1,1,1
336,Liberty Bowl,12/29/1991,"Memphis, TN",38,15,Air Force,Mississippi State,1,1,1,1,1,1
337,Blockbuster Bowl,12/28/1991,"Miami, FL",30,25,Alabama (8),Colorado (15),1,1,1,1,1,1
338,Aloha Bowl,12/25/1991,"Honolulu, HI",18,17,Georgia Tech,Stanford (17),1,1,1,1,1,1
339,California Bowl,12/14/1991,"Fresno, CA",28,21,Bowling Green State,Fresno State,1,1,1,1,1,1
340,Peach Bowl,1/2/1993,"Atlanta, GA",21,17,North Carolina (19),Mississippi State (24),1,1,1,1,1,1
341,Blockbuster Bowl,1/1/1993,"Miami, FL",24,3,Stanford (13),Penn State (21),1,1,1,1,1,1
342,Citrus Bowl,1/1/1993,"Orlando, FL",21,14,Georgia (8),Ohio State (15),1,1,1,1,1,1
343,Cotton Bowl,1/1/1993,"Dallas, TX",28,3,Notre Dame (5),Texas A&M (4),1,1,1,1,1,1
344,Fiesta Bowl,1/1/1993,"Tempe, AZ",26,22,Syracuse (6),Colorado (10),1,1,1,1,1,1
345,Hall of Fame Bowl,1/1/1993,"Tampa, FL",38,23,Tennessee (17),Boston College (16),1,1,1,1,1,1
346,Orange Bowl,1/1/1993,"Miami, FL",27,14,Florida State (3),Nebraska (11),1,1,1,1,1,1
347,Rose Bowl,1/1/1993,"Pasadena, CA",38,31,Michigan (7),Washington (9),1,1,1,1,1,1
348,Sugar Bowl,1/1/1993,"New Orleans, LA",34,13,Alabama (2),Miami (FL) (1),1,1,1,1,1,1
349,Gator Bowl,12/31/1992,"Jacksonville, FL",27,10,Florida (14),North Carolina State (12),1,1,1,1,1,1
350,Independence Bowl,12/31/1992,"Shreveport, LA",39,35,Wake Forest,Oregon,1,1,1,1,1,1
351,Liberty Bowl,12/31/1992,"Memphis, TN",13,0,Mississippi (20),Air Force,1,1,1,1,1,1
352,Sun Bowl,12/31/1992,"El Paso, TX",20,15,Baylor,Arizona (22),1,1,1,1,1,1
353,Holiday Bowl,12/30/1992,"San Diego, CA",27,17,Hawaii,Illinois,1,1,1,1,1,1
354,Copper Bowl,12/29/1992,"Tucson, AZ",31,28,Washington State (18),Utah,1,1,1,1,1,1
355,Freedom Bowl,12/29/1992,"Anaheim, CA",24,7,Fresno State,Southern California (23),1,1,1,1,1,1
356,Aloha Bowl,12/25/1992,"Honolulu, HI",23,20,Kansas,Brigham Young (25),1,1,1,1,1,1
357,Las Vegas Bowl,12/18/1992,"Las Vegas, NV",35,34,Bowling Green State,Nevada,1,1,1,1,1,1
358,Blockbuster Bowl,1/1/1994,"Miami, FL",31,13,Boston College (15),Virginia,1,1,1,1,1,1
359,Citrus Bowl,1/1/1994,"Orlando, FL",31,13,Penn State (13),Tennessee (6),1,1,1,1,1,1
360,Cotton Bowl,1/1/1994,"Dallas, TX",24,21,Notre Dame (4),Texas A&M (7),1,1,1,1,1,1
361,Fiesta Bowl,1/1/1994,"Tempe, AZ",29,0,Arizona (16),Miami (FL) (10),1,1,1,1,1,1
362,Hall of Fame Bowl,1/1/1994,"Tampa, FL",42,7,Michigan (23),North Carolina State,1,1,1,1,1,1
363,Orange Bowl,1/1/1994,"Miami, FL",18,16,Florida State (1),Nebraska (2),1,1,1,1,1,1
364,Rose Bowl,1/1/1994,"Pasadena, CA",21,16,Wisconsin (9),UCLA (14),1,1,1,1,1,1
365,Sugar Bowl,1/1/1994,"New Orleans, LA",41,7,Florida (8),West Virginia (3),1,1,1,1,1,1
366,Alamo Bowl,12/31/1993,"San Antonio, TX",37,3,California,Iowa,1,1,1,1,1,1
367,Gator Bowl,12/31/1993,"Jacksonville, FL",24,10,Alabama (18),North Carolina (12),1,1,1,1,1,1
368,Independence Bowl,12/31/1993,"Shreveport, LA",45,20,Virginia Tech (22),Indiana (21),1,1,1,1,1,1
369,Peach Bowl,12/31/1993,"Atlanta, GA",14,13,Clemson (24),Kentucky,1,1,1,1,1,1
370,Freedom Bowl,12/30/1993,"Anaheim, CA",28,21,Southern California,Utah,1,1,1,1,1,1
371,Holiday Bowl,12/30/1993,"San Diego, CA",28,21,Ohio State (11),Brigham Young,1,1,1,1,1,1
372,Copper Bowl,12/29/1993,"Tucson, AZ",52,17,Kansas State (20),Wyoming,1,1,1,1,1,1
373,Liberty Bowl,12/28/1993,"Memphis, TN",18,7,Louisville (25),Michigan State,1,1,1,1,1,1
374,Aloha Bowl,12/25/1993,"Honolulu, HI",41,30,Colorado (17),Fresno State (25),1,1,1,1,1,1
375,Sun Bowl,12/24/1993,"El Paso, TX",41,10,Oklahoma (19),Texas Tech,1,1,1,1,1,1
376,Las Vegas Bowl,12/17/1993,"Las Vegas, NV",42,33,Utah State,Ball State,1,1,1,1,1,1
377,Carquest Bowl,1/2/1995,"Miami, FL",24,21,South Carolina,West Virginia,1,1,1,1,1,1
378,Citrus Bowl,1/2/1995,"Orlando, FL",24,17,Alabama (6),Ohio State (13),1,1,1,1,1,1
379,Cotton Bowl,1/2/1995,"Dallas, TX",55,14,Southern California (21),Texas Tech,1,1,1,1,1,1
380,Fiesta Bowl,1/2/1995,"Tempe, AZ",41,24,Colorado (4),Notre Dame,1,1,1,1,1,1
381,Hall of Fame Bowl,1/2/1995,"Tampa, FL",34,20,Wisconsin,Duke (25),1,1,1,1,1,1
382,Rose Bowl,1/2/1995,"Pasadena, CA",38,20,Penn State (2),Oregon (12),1,1,1,1,1,1
383,Sugar Bowl,1/2/1995,"New Orleans, LA",23,17,Florida State (7),Florida (5),1,1,1,1,1,1
384,Orange Bowl,1/1/1995,"Miami, FL",24,17,Nebraska (1),Miami (FL) (3),1,1,1,1,1,1
385,Peach Bowl,1/1/1995,"Atlanta, GA",28,24,North Carolina State (23),Mississippi State (16),1,1,1,1,1,1
386,Alamo Bowl,12/31/1994,"San Antonio, TX",10,3,Washington State (24),Baylor,1,1,1,1,1,1
387,Liberty Bowl,12/31/1994,"Memphis, TN",30,0,Illinois,East Carolina,1,1,1,1,1,1
388,Gator Bowl,12/30/1994,"Gainesville, FL",45,23,Tennessee,Virginia Tech (17),1,1,1,1,1,1
389,Holiday Bowl,12/30/1994,"San Diego, CA",24,14,Michigan (20),Colorado State (10),1,1,1,1,1,1
390,Sun Bowl,12/30/1994,"El Paso, TX",35,31,Texas,North Carolina (19),1,1,1,1,1,1
391,Copper Bowl,12/29/1994,"Tucson, AZ",31,6,Brigham Young (22),Oklahoma,1,1,1,1,1,1
392,Independence Bowl,12/28/1994,"Shreveport, LA",20,10,Virginia (18),Texas Christian,1,1,1,1,1,1
393,Freedom Bowl,12/27/1994,"Anaheim, CA",16,13,Utah (14),Arizona (15),1,1,1,1,1,1
394,Aloha Bowl,12/25/1994,"Honolulu, HI",12,7,Boston College,Kansas State (11),1,1,1,1,1,1
395,Las Vegas Bowl,12/15/1994,"Las Vegas, NV",52,24,Nevada-Las Vegas,Central Michigan,1,1,1,1,1,1
396,Fiesta Bowl,1/2/1996,"Tempe, AZ",62,24,Nebraska (1),Florida (2),1,1,1,1,1,1
397,Citrus Bowl,1/1/1996,"Orlando, FL",20,14,Tennessee (4),Ohio State (4),1,1,1,1,1,1
398,Cotton Bowl,1/1/1996,"Dallas, TX",38,6,Colorado (7),Oregon (12),1,1,1,1,1,1
399,Gator Bowl,1/1/1996,"Jacksonville, FL",41,0,Syracuse,Clemson (23),1,1,1,1,1,1
400,Orange Bowl,1/1/1996,"Miami, FL",31,26,Florida State (8),Notre Dame (6),1,1,1,1,1,1
401,Outback Bowl,1/1/1996,"Tampa, FL",43,14,Penn State (15),Auburn (16),1,1,1,1,1,1
402,Rose Bowl,1/1/1996,"Pasadena, CA",41,32,Southern California (17),Northwestern (3),1,1,1,1,1,1
403,Sugar Bowl,12/31/1995,"New Orleans, LA",28,10,Virginia Tech (13),Texas (9),1,1,1,1,1,1
404,Carquest Bowl,12/30/1995,"Miami, FL",20,10,North Carolina,Arkansas (24),1,1,1,1,1,1
405,Liberty Bowl,12/30/1995,"Memphis, TN",19,13,East Carolina,Stanford,1,1,1,1,1,1
406,Peach Bowl,12/30/1995,"Atlanta, GA",34,27,Virginia (18),Georgia,1,1,1,1,1,1
407,Holiday Bowl,12/29/1995,"San Diego, CA",54,21,Kansas State (10),Colorado State,1,1,1,1,1,1
408,Independence Bowl,12/29/1995,"Shreveport, LA",45,26,Louisiana State,Michigan State,1,1,1,1,1,1
409,Sun Bowl,12/29/1995,"El Paso, TX",38,18,Iowa,Washington (20),1,1,1,1,1,1
410,Alamo Bowl,12/28/1995,"San Antonio, TX",22,20,Texas A&M (19),Michigan (14),1,1,1,1,1,1
411,Copper Bowl,12/27/1995,"Tucson, AZ",55,41,Texas Tech,Air Force,1,1,1,1,1,1
412,Aloha Bowl,12/25/1995,"Honolulu, HI",51,30,Kansas (11),UCLA,1,1,1,1,1,1
413,Las Vegas Bowl,12/14/1995,"Las Vegas, NV",40,37,Toledo (25),Nevada,1,1,1,1,1,1
414,Sugar Bowl,1/2/1997,"New Orleans, LA",52,20,Florida (3),Florida State (1),1,1,1,1,1,1
415,Citrus Bowl,1/1/1997,"Orlando, FL",48,28,Tennessee (9),Northwestern (11),1,1,1,1,1,1
416,Cotton Bowl,1/1/1997,"Dallas, TX",19,15,Brigham Young (5),Kansas State (14),1,1,1,1,1,1
417,Fiesta Bowl,1/1/1997,"Tempe, AZ",38,15,Penn State (7),Texas (20),1,1,1,1,1,1
418,Gator Bowl,1/1/1997,"Jacksonville, FL",20,13,North Carolina (12),West Virginia (25),1,1,1,1,1,1
419,Outback Bowl,1/1/1997,"Tampa, FL",17,14,Alabama (16),Michigan (15),1,1,1,1,1,1
420,Rose Bowl,1/1/1997,"Pasadena, CA",20,17,Ohio State (4),Arizona State (2),1,1,1,1,1,1
421,Independence Bowl,12/31/1996,"Shreveport, LA",32,29,Auburn,Army (24),1,1,1,1,1,1
422,Orange Bowl,12/31/1996,"Miami, FL",41,21,Nebraska (6),Virginia Tech (10),1,1,1,1,1,1
423,Sun Bowl,12/31/1996,"El Paso, TX",38,0,Stanford,Michigan State,1,1,1,1,1,1
424,Holiday Bowl,12/30/1996,"San Diego, CA",33,21,Colorado (8),Washington (13),1,1,1,1,1,1
425,Alamo Bowl,12/29/1996,"San Antonio, TX",27,0,Iowa (21),Texas Tech,1,1,1,1,1,1
426,Peach Bowl,12/28/1996,"Atlanta, GA",10,7,Louisiana State (17),Clemson,1,1,1,1,1,1
427,Carquest Bowl,12/27/1996,"Miami, FL",31,21,Miami (FL) (19),Virginia,1,1,1,1,1,1
428,Copper Bowl,12/27/1996,"Tucson, AZ",38,10,Wisconsin,Utah,1,1,1,1,1,1
429,Liberty Bowl,12/27/1996,"Memphis, TN",30,17,Syracuse (23),Houston,1,1,1,1,1,1
430,Aloha Bowl,12/25/1996,"Honolulu, HI",42,38,Navy,California,1,1,1,1,1,1
431,Las Vegas Bowl,12/19/1996,"Las Vegas, NV",18,15,Nevada,Ball State,1,1,1,1,1,1
432,Orange Bowl,1/2/1998,"Miami, FL",42,17,Nebraska (2),Tennessee (3),1,1,1,1,1,1
433,Peach Bowl,1/2/1998,"Atlanta, GA",21,17,Auburn (13),Clemson,1,1,1,1,1,1
434,Citrus Bowl,1/1/1998,"Orlando, FL",21,6,Florida (6),Penn State (11),1,1,1,1,1,1
435,Cotton Bowl,1/1/1998,"Dallas, TX",29,23,UCLA (5),Texas A&M (20),1,1,1,1,1,1
436,Gator Bowl,1/1/1998,"Jacksonville, FL",42,3,North Carolina (7),Virginia Tech,1,1,1,1,1,1
437,Outback Bowl,1/1/1998,"Tampa, FL",33,6,Georgia (12),Wisconsin,1,1,1,1,1,1
438,Rose Bowl,1/1/1998,"Pasadena, CA",21,16,Michigan (1),Washington State (8),1,1,1,1,1,1
439,Sugar Bowl,1/1/1998,"New Orleans, LA",31,14,Florida State (4),Ohio State (9),1,1,1,1,1,1
440,Fiesta Bowl,12/31/1997,"Tempe, AZ",35,18,Kansas State (10),Syracuse (14),1,1,1,1,1,1
441,Liberty Bowl,12/31/1997,"Memphis, TN",41,7,Southern Mississippi (22),Pittsburgh,1,1,1,1,1,1
442,Sun Bowl,12/31/1997,"El Paso, TX",17,7,Arizona State (16),Iowa,1,1,1,1,1,1
443,Alamo Bowl,12/30/1997,"San Antonio, TX",33,20,Purdue (17),Oklahoma State (24),1,1,1,1,1,1
444,Carquest Bowl,12/29/1997,"Miami, FL",35,30,Georgia Tech,West Virginia,1,1,1,1,1,1
445,Holiday Bowl,12/29/1997,"San Diego, CA",35,24,Colorado State (18),Missouri (19),1,1,1,1,1,1
446,Humanitarian Bowl,12/29/1997,"Boise, ID",35,19,Cincinnati,Utah State,1,1,1,1,1,1
447,Independence Bowl,12/28/1997,"Shreveport, LA",27,9,Louisiana State (15),Notre Dame,1,1,1,1,1,1
448,Insight Bowl,12/27/1997,"Tucson, AZ",20,14,Arizona,New Mexico,1,1,1,1,1,1
449,Motor City Bowl,12/26/1997,"Pontiac, MI",34,31,Mississippi,Marshall,1,1,1,1,1,1
450,Aloha Bowl,12/25/1997,"Honolulu, HI",51,23,Washington (21),Michigan State (25),1,1,1,1,1,1
451,Las Vegas Bowl,12/20/1997,"Las Vegas, NV",41,13,Oregon,Air Force (23),1,1,1,1,1,1
452,Fiesta Bowl,1/4/1999,"Tempe, AZ",23,16,Tennessee (1),Florida State (2),1,1,1,1,1,1
453,Orange Bowl,1/2/1999,"Miami, FL",31,10,Florida (7),Syracuse (18),1,1,1,1,1,1
454,Citrus Bowl,1/1/1999,"Orlando, FL",45,31,Michigan (15),Arkansas (11),1,1,1,1,1,1
455,Cotton Bowl,1/1/1999,"Dallas, TX",38,11,Texas (20),Mississippi State (25),1,1,1,1,1,1
456,Gator Bowl,1/1/1999,"Jacksonville, FL",35,28,Georgia Tech (12),Notre Dame (17),1,1,1,1,1,1
457,Outback Bowl,1/1/1999,"Tampa, FL",26,14,Penn State (22),Kentucky,1,1,1,1,1,1
458,Rose Bowl,1/1/1999,"Pasadena, CA",38,31,Wisconsin (9),UCLA (6),1,1,1,1,1,1
459,Sugar Bowl,1/1/1999,"New Orleans, LA",24,14,Ohio State (3),Texas A&M (8),1,1,1,1,1,1
